Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Smt. Pushpa Nagdev,RPI(KH),0,Graduate,40,365000,Rajnandgaon,0,0,F
Guharam Ajgalle,BJP,0,Graduate Professional,37,1768900,Sarangarh,0,1,M
Awadhram Behara,IND,0,Post Graduate,31,777000,Sarangarh,0,0,M
Dau Ram Ratnakar,BSP,0,Post Graduate,45,3050000,Sarangarh,252000,0,M
Dr. Govind Chouhan,IND,0,Post Graduate,26,,Sarangarh,0,0,M
Karamchand Suryawanshi S/O Shri Ramu Suryawanshi,IND,0,12th Pass,35,579000,Sarangarh,0,0,M
Parasram Bhardwaj,INC,0,Graduate,57,8617538,Sarangarh,0,0,M
Ramashankar,IND,0,10th Pass,34,50000,Sarangarh,0,0,M
Rohit Kumar Chauhan,SP,0,Not Given,65,1000000,Sarangarh,0,0,M
Saheblal Chauhan,AD,0,Literate,38,110000,Sarangarh,0,0,M
Shiv Prasad,JD(U),0,10th Pass,52,1207000,Sarangarh,0,0,M
Nand Kumar Sai,BJP,1,Post Graduate,65,3124000,Surguja,610000,0,M
Khelsay Singh,INC,0,Post Graduate,56,10893344,Surguja,0,0,M
Ramlakhan,IND,0,Literate,60,365000,Surguja,0,0,M
Ramnarayan Singh Ayam,BSP,0,Graduate,35,726164,Surguja,0,0,M
Delkar Mohanbhai Sanjibhai,BNP,0,12th Pass,41,28619160,Dadra & Nagar Haveli,1296271,1,M
Gavli Sitaram,INC,0,Graduate,48,9246142,Dadra & Nagar Haveli,191667,0,M
Patel Anilbhai,BJP,0,Graduate,33,841000,Dadra & Nagar Haveli,0,0,M
Patel Uttambhai,SHS,6,Graduate Professional,37,79500,Dadra & Nagar Haveli,285003,0,M
Patel Dahyabhai Vallabhbhai,INC,1,12th Pass,58,54787351,Daman And Diu,6640008,0,M
Dhodi Dhiru Ranchhod,BSP,0,Graduate,28,500,Daman And Diu,0,0,M
Gopal K. Tandel,BJP,0,Graduate,50,28576268,Daman And Diu,3949827,0,M
Alemao Churchil Braz,INC,1,12th Pass,55,8675904,Mormugao,8172004,0,M
Angle Ramakant Soiru,BJP,0,Graduate,54,68249462,Mormugao,15431905,0,M
Auda Viegas,UGDP,2,Post Graduate,58,12241300,Mormugao,218600,0,M
Coelho Migel Piedade,IND,0,Literate,39,3240,Mormugao,0,0,M
Dias Jawahar Emerciano,MAG,0,Post Graduate,48,8033352,Mormugao,0,0,M
Fernandes Edwin,IND,0,Graduate Professional,28,155500,Mormugao,0,0,M
Prabhu Vishnu Gopal,SHS,0,10th Pass,49,929960,Mormugao,516000,0,M
Shripad Yesso Naik,BJP,0,Graduate,50,4537329,Panaji,598785,1,M
Adv. Ramesh Sakharam Naik,IND,0,Graduate Professional,49,2974500,Panaji,420000,0,M
Bhonsle Dhuma Rajaram,IND,0,Post Graduate,60,1609500,Panaji,9780,0,M
Christopher Oswald Fonseca,CPI,1,Post Graduate,50,2760263,Panaji,52215,0,M
Dsouza Wilfred,NCP,0,Graduate Professional,76,17153854,Panaji,44045,0,M
Paresh Atmaram Raikar,MAG,0,Graduate,47,2006000,Panaji,934658,0,M
Sameer Anant Bandodkar,SHS,0,Graduate Professional,37,1801600,Panaji,120000,0,M
Harin Pathak,BJP,1,Graduate Professional,56,10287931,Ahmedabad,0,0,M
Virjibhai Thummar,INC,1,Graduate,43,15227334,Amreli,87000,0,M
Dileep Sanghani,BJP,0,Post Graduate,49,8529967,Amreli,1881000,0,M
Solanki Bharatsinh Madhavsinh,INC,0,Graduate Professional,50,996308,Anand,0,1,M
Chavda Harisinhaji Pratapsinhaji,INC,1,10th Pass,73,17693895,Banaskantha,0,0,M
Rana Rajendrasinh Ghanashyamsinh (Rajubhai Rana),BJP,0,Graduate Professional,48,2350613,Bhavnagar,0,1,M
Vasava Mansukhbhai Dhanjibhai,BJP,0,Post Graduate,47,1583619,Broach,0,1,M
Kishanbhai Vestabhai Patel,INC,2,10th Pass,39,279461,Bulsar,0,0,M
Naranbhai  Rathwa,INC,0,Post Graduate,51,2793000,Chhota Udaipur,271125,1,M
Varma Ratilal Kalidas,BJP,0,Post Graduate,55,7900277,Dhandhuka,3881919,1,M
Katara Babubhai Khimabhai,BJP,0,Graduate,43,700000,Dohad,109751,1,M
L. K. Advani,BJP,0,Graduate Professional,76,13042443,Gandhinagar,554000,1,M
Solanki Bhupendrasinh Prabhatsinh,BJP,0,Graduate Professional,50,2724746,Godhra,0,1,M
Ahir  Vikrambhai,INC,0,Graduate,48,4837028,Jamnagar,574600,1,M
Barad Jasubhai Dhanabhai,INC,2,Graduate,49,18457408,Junagadh,0,0,M
Dinsha Patel,INC,0,10th Pass,67,5727475,Kaira,3083830,1,M
Vaghela Shankersinh Laxmansinh,INC,0,Post Graduate,64,7004174,Kapadvanj,0,1,M
Gadhavi Pushpadan Shambhudan,BJP,0,Graduate Professional,63,9730221,Kutch,719633,1,M
Chaudhary Tusharbhai Amarsinhbhai,INC,0,Graduate Professional,36,1817815,Mandvi,400372,1,M
Jivabhai Ambalal Patel,INC,0,10th Pass,70,34602412,Mehsana,0,1,M
Kanodia Maheshkumar Mithabhai,BJP,0,Literate,67,11842032,Patan,803206,1,M
Patel Harilal Madhavjibhai (Haribhai Patel),BJP,0,8th Pass,51,7041540,Porbandar,1738534,1,M
Dr. Kathiria Vallabhbhai Ramjibhai,BJP,0,Graduate Professional,49,7971781,Rajkot,110729,1,M
Madhusudan Mistry,INC,0,Post Graduate,59,1826173,Sabarkantha,125000,1,M
Kashiram Rana,BJP,0,Graduate Professional,65,7677857,Surat,0,1,M
Selja,INC,0,Post Graduate,41,7176087,Ambala,0,1,F
Aman Kumar Nagra,HVP,0,Literate,49,359183,Ambala,0,0,M
Arvind Kumar Sonkar,ABHM,0,Graduate Professional,31,17071,Ambala,0,0,M
Balwant Singh,INLD,0,Graduate,54,6981850,Ambala,381285,0,M
Chander Pal,BSP,0,10th Pass,56,7794148,Ambala,990610,0,M
Hem Raj,LJNSP,0,10th Pass,41,183053,Ambala,44260,0,M
Jaswinder Singh,IND,0,12th Pass,45,2466200,Ambala,900000,0,M
Ram Sarup,IND,0,8th Pass,52,404000,Ambala,0,0,M
Ranbir Singh,ES,0,Graduate,36,1022000,Ambala,350000,0,M
Rattan Lal Kataria,BJP,0,Post Graduate,52,4291700,Ambala,396413,0,M
Raunaq Singh,IND,0,Post Graduate,68,3867798,Ambala,50000,0,M
Sanjeev Gharu,SAP,0,Graduate,29,57000,Ambala,0,0,M
Sunil Kumar,IND,0,10th Pass,30,1678,Ambala,0,0,M
Kuldeep Bishnoi,INC,0,Graduate,35,143724090,Bhiwani,21865304,1,M
Ajay Singh Chautala,INLD,0,Post Graduate,43,76671616,Bhiwani,861800,0,M
Bhal Singh,IND,0,10th Pass,48,527000,Bhiwani,0,0,M
Devi Lal,IND,0,10th Pass,38,9835579,Bhiwani,2292500,0,M
Kaptan,LJNSP,0,12th Pass,34,818000,Bhiwani,0,0,M
Kuldeep,IND,0,10th Pass,33,1250000,Bhiwani,0,0,M
Mahender Singh,SP,0,Post Graduate,32,925000,Bhiwani,90000,0,M
Mangal Singh,IND,0,10th Pass,43,1945000,Bhiwani,207000,0,M
Mange Ram,IND,0,Doctorate,35,1863000,Bhiwani,209577,0,M
Raj Devi Jangra,IND,0,10th Pass,39,2553129,Bhiwani,400000,0,F
Ram Bilas,BJP,0,Graduate Professional,56,2890201,Bhiwani,0,0,M
Ramanand,BSP,0,Literate,60,4646000,Bhiwani,250000,0,M
Sanjeev,IND,0,Post Graduate,26,635000,Bhiwani,0,0,M
Surender,IND,0,8th Pass,34,1263000,Bhiwani,60000,0,M
Surender Singh,HVP,0,Literate,34,1163000,Bhiwani,60000,0,M
Tapesh Bagati,IND,0,Graduate,31,120431552,Bhiwani,0,0,M
Avtar Singh Bhadana,INC,0,8th Pass,48,9763648,Faridabad,0,1,M
Akhtar Husain,IND,0,12th Pass,36,193000,Faridabad,43000,0,M
Baldev Singh,IND,0,Not Given,48,3220000,Faridabad,0,0,M
Chander Bhan Sharma,IND,0,10th Pass,33,100000,Faridabad,270000,0,M
Chaudhary Akhtar,SP,0,Not Given,46,128280,Faridabad,0,0,M
Devender Bhadana,HVP,0,10th Pass,36,7873522,Faridabad,0,0,M
Dr. K. P. Singh,IND,0,Doctorate,46,192500,Faridabad,0,0,M
Haji Abdul Malik,BSP,6,Graduate,45,11289031,Faridabad,485539,0,M
Kamal Godara,IND,0,Not Given,37,1776717,Faridabad,0,0,M
Lokendra Singh,SHS,0,Literate,37,337236,Faridabad,76537,0,M
Mohd. Ilyas,INLD,0,Graduate,50,7974248,Faridabad,79000,0,M
Ram Niwas Rathi,LJNSP,0,10th Pass,40,1395125,Faridabad,295380,0,M
Ramchander Bainda,BJP,0,10th Pass,53,20226019,Faridabad,0,0,M
Subhash Baghel,LP(S),0,12th Pass,36,185000,Faridabad,0,0,M
Jai Parkash,INC,5,12th Pass,51,4568812,Hissar,245760,0,M
Atam Prakash,IND,0,Post Graduate,47,2026000,Hissar,22000,0,M
Balwan Arya,IND,0,Post Graduate,32,1231589,Hissar,1091728,0,M
Kanwal Singh,HVP,0,Graduate,66,18616928,Hissar,30000,0,M
Niraj,IND,0,Graduate Professional,34,724029,Hissar,0,0,M
Parmeshwar Das,IND,0,8th Pass,63,3070000,Hissar,0,0,M
Pritam Kumar,IND,0,10th Pass,44,268320,Hissar,0,0,M
Ramji Lal,IND,0,5th Pass,46,1563000,Hissar,0,0,M
Ramniwas,SP,0,Graduate Professional,50,4088515,Hissar,0,0,M
Randhir Singh,IND,0,Post Graduate,56,158411,Hissar,0,0,M
Sant Ram Prakash,BSP,0,10th Pass,47,1282556,Hissar,0,0,M
Satpal,IND,0,Post Graduate,48,2248037,Hissar,23800,0,M
Shamsher,IND,0,10th Pass,35,6282500,Hissar,100000,0,M
Sunil Kumar,IND,0,10th Pass,35,38275,Hissar,0,0,M
Surender Singh Barwala,INLD,0,Post Graduate,52,7157128,Hissar,10650,0,M
Swami Raghvanand,BJP,0,10th Pass,51,3653501,Hissar,0,0,M
Arvind Kumar Sharma,INC,0,Post Graduate,42,5736332,Karnal,0,1,M
Angrej Singh Joon,RGD,0,Graduate Professional,30,98000,Karnal,30000,0,M
Ashok Kumar Arora,INLD,0,10th Pass,45,5974456,Karnal,300000,0,M
Ashok Kumar Kashyap,BSP,0,Doctorate,37,1916540,Karnal,10465,0,M
Duli Chand Malik,IND,0,Post Graduate,66,1900000,Karnal,327000,0,M
I. D. Swami,BJP,0,Post Graduate,74,5932086,Karnal,11500,0,M
Kuldip Sharma,IND,0,Graduate Professional,47,3889211,Karnal,176579,0,M
Mahinder Singh,CPI(ML)(L),0,Not Given,48,,Karnal,0,0,M
Mahinder Singh Rana,IND,0,Literate,47,110000,Karnal,0,0,M
Naresh Sachdeva,IND,0,10th Pass,41,322500,Karnal,0,0,M
Premo Alias Premvati Kashyap,FCI,0,Not Given,35,1040000,Karnal,0,0,F
Raghumal Bhatt,SP,0,Post Graduate,36,211353,Karnal,0,0,M
Raj Kumar,ES,0,Post Graduate,35,1512000,Karnal,21000,0,M
Raj Kumar Kashyap,IND,0,Not Given,41,650000,Karnal,0,0,M
Rajbir Singh Chauhan,IND,2,Graduate,56,2300000,Karnal,0,0,M
Ram Chander Jangra,HVP,0,Not Given,53,4233103,Karnal,54500,0,M
Ram Mehar Singh,IND,0,Graduate Professional,46,13343789,Karnal,0,0,M
Rishi Ram Gupta,IND,0,10th Pass,47,7080000,Karnal,839000,0,M
Roshan Lal Bindal,SHS,0,Graduate,53,4180000,Karnal,0,0,M
Surinder Singh Hooda,LJNSP,0,12th Pass,34,3536332,Karnal,750905,0,M
Naveen Jindal,INC,0,Post Graduate,34,121295000,Kurukshetra,0,1,M
Abhay Singh Chautala,INLD,0,Graduate,41,38101844,Kurukshetra,0,0,M
Atam Prakash,IND,0,Post Graduate,47,2066000,Kurukshetra,22000,0,M
Bhupender Singh,IND,0,Graduate,39,5057500,Kurukshetra,50000,0,M
Gurdayal Singh Saini,BJP,0,10th Pass,57,11942800,Kurukshetra,200000,0,M
Jagir Singh,IND,0,Graduate,38,6922075,Kurukshetra,0,0,M
Jagmohan,IND,0,10th Pass,50,10328000,Kurukshetra,0,0,M
Jai Singh,IND,0,Not Given,40,41500,Kurukshetra,0,0,M
Jatinder Singh ( Kakka),HVP,0,Graduate,51,34693000,Kurukshetra,0,0,M
Mona Ram,BSP,0,Literate,41,560000,Kurukshetra,0,0,M
Raghubir Chand,IND,0,10th Pass,43,439000,Kurukshetra,0,0,M
Roop Chand,IND,0,10th Pass,70,1821500,Kurukshetra,6000,0,M
Sardar Jagmeet Singh Saini,ES,0,Literate,59,4105408,Kurukshetra,125754,0,M
Sunil Gupta,IND,0,10th Pass,44,68000,Kurukshetra,5000,0,M
Vishal Jolly,SP,0,Graduate,35,890048,Kurukshetra,140000,0,M
Inderjit Singh,INC,0,Graduate Professional,54,55105874,Mahendragarh,1108417,1,M
Ajay Kumar,RVP,0,Graduate,28,2550678,Mahendragarh,0,0,M
Alakh Mohan Mathur,IND,0,Not Given,49,8291471,Mahendragarh,1504000,0,M
Anil Rao,HVP,0,Post Graduate,45,4683059,Mahendragarh,0,0,M
Bhagat Bal Kishan Saini,IND,0,Literate,56,353305,Mahendragarh,0,0,M
Comrade Rajender Singh Advocate,IND,1,Post Graduate,46,380705,Mahendragarh,65000,0,M
Dr. Sudha Yadav,BJP,0,Post Graduate,39,6589242,Mahendragarh,1420864,0,F
Naresh,IND,0,8th Pass,33,2086000,Mahendragarh,0,0,M
Raghu Yadav,SP,2,Graduate,48,2150103,Mahendragarh,0,0,M
Ram Kishan,BRPP,0,Illiterate,0,5200,Mahendragarh,0,0,M
Rohtash,BSP,0,8th Pass,41,103070,Mahendragarh,697000,0,M
Satbir Kundu,IND,0,Post Graduate,45,6240000,Mahendragarh,0,0,M
Swami Dharam Dev,INLD,0,Post Graduate,42,4525491,Mahendragarh,0,0,M
Ved Prakash,NSSP,0,Not Given,44,600200,Mahendragarh,0,0,M
Bhupinder Singh,INC,1,Graduate Professional,54,9486571,Rohtak,457151,0,M
Abhimanyu,BJP,0,Graduate,36,44375405,Rohtak,0,0,M
Ajay Kumar,IND,0,Graduate,33,76056,Rohtak,0,0,M
Ajay Singh,AIFB,0,12th Pass,34,4514500,Rohtak,58000,0,M
Anoop Singh,RVP,0,10th Pass,33,339070,Rohtak,0,0,M
Anoop Singh Matanhail,IND,0,10th Pass,59,426152,Rohtak,0,0,M
Bharpur,RLD,0,Post Graduate,39,2727000,Rohtak,288521,0,M
Bhim Singh,INLD,0,Graduate,62,5804973,Rohtak,439167,0,M
Bimla,BRPP,0,Graduate,28,160000,Rohtak,0,0,F
Geeta,BSP,0,Doctorate,28,912640,Rohtak,200000,0,F
Hari Singh,IND,0,Post Graduate,83,553891,Rohtak,0,0,M
Jaimal,RSKP,0,Post Graduate,40,288484,Rohtak,0,0,M
Jaipal,IND,0,Literate,59,100000,Rohtak,0,0,M
Kuldeep Singh,IND,0,Post Graduate,34,247000,Rohtak,0,0,M
Mukhtiar Singh,IND,0,Post Graduate,49,1912000,Rohtak,0,0,M
Nafe,IND,0,10th Pass,65,1279750,Rohtak,0,0,M
Radhe Shyam,IND,0,8th Pass,49,196141,Rohtak,0,0,M
Ramphal,IND,0,10th Pass,56,276518,Rohtak,0,0,M
Ranvir Singh,IND,0,12th Pass,58,1042874,Rohtak,0,0,M
Sajjan Singh,IND,0,8th Pass,55,641074,Rohtak,27000,0,M
Satender,IND,0,Graduate,38,3818092,Rohtak,0,0,M
Shishpal,SAP,1,Post Graduate,50,2375038,Rohtak,20000,0,M
Usha,HVP,0,Graduate,56,6066861,Rohtak,0,0,F
Atma Singh Gill,INC,0,5th Pass,66,1302714,Sirsa,280000,1,M
Ami Lal,RVP,0,Not Given,36,406500,Sirsa,0,0,M
Desraj,IND,0,5th Pass,49,91500,Sirsa,30000,0,M
Dr. Ramesh Bhukal,BSP,0,Doctorate,47,2420600,Sirsa,853000,0,M
Dr. Sushil Indora,INLD,0,Doctorate,41,6020496,Sirsa,1397181,0,M
Mahavir Parshad,BJP,2,Post Graduate,50,20348798,Sirsa,1338735,0,M
Rair Chand,HVP,0,10th Pass,51,4313170,Sirsa,67000,0,M
Vikaramjit,IND,0,10th Pass,31,362000,Sirsa,150000,0,M
Kishan Singh Sangwan,BJP,0,Post Graduate,54,7777238,Sonepat,847138,1,M
Balbir Singh,Rashtriya Swabhimaan Party,1,Not Given,48,400250,Sonepat,0,0,M
Basant,IND,0,10th Pass,35,283000,Sonepat,0,0,M
Braham Singh,IND,1,Post Graduate,52,1547000,Sonepat,0,0,M
Dharam Pal Singh Malik,INC,0,Post Graduate,60,7134286,Sonepat,15288,0,M
Hari Parkash,IND,2,10th Pass,53,1027757,Sonepat,0,0,M
Jagbir Singh Malik,IND,0,Graduate Professional,50,4591603,Sonepat,0,0,M
Jagdish Rai Aggarwal,IND,0,10th Pass,63,9500672,Sonepat,0,0,M
Jai Kishan,IND,0,Graduate,35,2910458,Sonepat,80000,0,M
Kirpal Singh,JD(S),0,Post Graduate,41,1022800,Sonepat,0,0,M
Krishan,IND,0,Graduate,30,41500,Sonepat,0,0,M
Krishna Malik,INLD,0,Graduate,30,41500,Sonepat,0,0,F
Naveen Kumar,IND,0,10th Pass,28,10000,Sonepat,0,0,M
Sant Ram,IND,0,Post Graduate,39,586000,Sonepat,0,0,M
Satbir,IND,0,12th Pass,46,5452500,Sonepat,150000,0,M
Satya Pal,LJNSP,0,10th Pass,43,2056500,Sonepat,312000,0,M
Shamsher,IND,0,12th Pass,35,281000,Sonepat,31200,0,M
Sityender,IND,0,10th Pass,26,57000,Sonepat,0,0,M
Sube Singh,JCP,0,Post Graduate,56,5506672,Sonepat,0,0,M
Sugan Gupta,BSP,0,10th Pass,50,2276412,Sonepat,0,0,M
Suresh Chandel,BJP,0,Post Graduate,44,6426759,Hamirpur,1069724,1,M
Capt. S. S.  Kalmotia ( Retd.),IND,0,Post Graduate,53,179028,Hamirpur,75000,0,M
Col. Matwar Singh ( Retd.),IND,0,Graduate,60,196000,Hamirpur,10000,0,M
Gopi Chand,IND,0,Graduate,49,560000,Hamirpur,0,0,M
Khushi Ram,IND,0,Graduate,58,,Hamirpur,0,0,M
Ranjit Singh,JD(S),0,Post Graduate,72,10000,Hamirpur,0,0,M
Chander Kumar,INC,0,Post Graduate,59,7304760,Kangra,1916918,1,M
Dhani Ram,IND,0,Illiterate,62,381056,Kangra,0,0,M
Pratibha Singh,INC,0,Graduate,47,230288018,Mandi,1542808,1,F
Kashmir Singh Guleria,IND,0,Post Graduate,70,1169000,Mandi,0,0,M
Maheshwar Singh,BJP,0,12th Pass,55,21041817,Mandi,0,0,M
Mohan Lal Sahni,BSP,0,Post Graduate,35,,Mandi,0,0,M
Shan Mohammad,IND,0,Graduate,41,6342500,Mandi,70000,0,M
Dhani Ram Shandil,INC,0,Doctorate,63,9272958,Simla,958,1,M
Hira Nand Kashyap,BJP,0,Post Graduate,55,3528287,Simla,40300,0,M
Som Nath,BSP,0,10th Pass,45,6520000,Simla,47000,0,M
Mehbooba Mufti,JKPDP,0,Graduate Professional,42,450000,Anantnag,0,1,F
Ab. Majeed Naikoo,IND,0,Illiterate,42,,Anantnag,0,0,M
Dr. Mehboob Beg,JKN,0,Doctorate,62,46545000,Anantnag,494000,0,M
Gh. Mohd. Tantary,SAP,0,12th Pass,54,,Anantnag,0,0,M
Gh. Mohi-Ud-Din Dar,IND,0,Not Given,35,,Anantnag,0,0,M
Gh. Rasool,IND,0,12th Pass,42,110000,Anantnag,0,0,M
Hamidullah Wani,AIFB,0,10th Pass,39,6273500,Anantnag,0,0,M
Imtiyaz Ahmad Rather,IND,0,Not Given,32,600,Anantnag,0,0,M
Mohamad Yusuf Tarigami,CPM,0,12th Pass,54,5516268,Anantnag,0,0,M
Mohd. Maqbool Dar,IND,0,Post Graduate,65,1530000,Anantnag,0,0,M
Mohd. Yousuf Qurashi,RLD,0,Not Given,54,3000000,Anantnag,0,0,M
Ramesh Kumar Bhat,IND,0,10th Pass,43,1419045,Anantnag,0,0,M
Sanjay Saraf,LJNSP,0,Post Graduate,35,380000,Anantnag,0,0,M
Sofi Mohd. Yousuf,BJP,0,10th Pass,42,270000,Anantnag,0,0,M
Abdul Rashid Shaheen,JKN,0,Post Graduate,54,17174843,Baramulla,1056615,1,M
Ghulam Rasool Kar,INC,0,Literate,82,7438900,Baramulla,0,0,M
Mir Khursheed Abbasi,IND,0,Post Graduate,44,300000,Baramulla,0,0,M
Mohmad Akbar,BJP,0,Graduate Professional,51,20000,Baramulla,58000,0,M
Nizam-Uddin Bhat,JKPDP,0,Post Graduate,51,1031057,Baramulla,5000,0,M
Syed Mohd Rafiq Shah,JKNPP,0,Literate,36,8360,Baramulla,0,0,M
Madan Lal Sharma,INC,0,10th Pass,51,6217000,Jammu,149750,1,M
Balbir Singh,IND,0,Graduate,60,2730000,Jammu,0,0,M
Ch. Mohd. Iqbal,IND,0,Graduate,43,,Jammu,0,0,M
Charanjit Singh Bali,IND,0,Post Graduate,51,40000,Jammu,0,0,M
Dr. Nirmal Singh,BJP,0,Doctorate,48,458748,Jammu,0,0,M
Gurdeep Singh Bijral,IND,0,Post Graduate,48,90900,Jammu,0,0,M
Jasbir Singh,IND,0,Graduate,58,401086,Jammu,0,0,M
Lochan Singh,IND,0,Literate,66,2459461,Jammu,0,0,M
Mushtaq Ahmed,IND,0,Illiterate,32,520000,Jammu,0,0,M
Om Parkash Malhotra,IND,0,Not Given,45,40000,Jammu,43371,0,M
Pankaj Kohli,SP,0,10th Pass,28,300000,Jammu,0,0,M
Qari Zahir Abbas Bhatti,JD(S),0,10th Pass,33,2480000,Jammu,3000,0,M
Rajan Padri,AIFB,0,Not Given,46,,Jammu,0,0,M
Ramesh Chander Sharma,IND,0,10th Pass,32,802000,Jammu,0,0,M
S.Kuldeep Singh,JKNPP,0,8th Pass,38,12745000,Jammu,0,0,M
Sanjeev Kumar Manmotra,LJNSP,0,10th Pass,38,1145000,Jammu,0,0,M
Satish Poonchi,IND,0,Not Given,55,1151000,Jammu,81000,0,M
Shahzad Khan,IND,0,Not Given,25,,Jammu,0,0,M
Sharaz Ahmad,IND,0,Not Given,25,,Jammu,0,0,M
Shukeel Kumar Gupta,IND,0,12th Pass,41,284500,Jammu,0,0,M
Subash Sharma,IND,0,12th Pass,36,6740000,Jammu,0,0,M
Subhash Chander Langer,SPI,0,10th Pass,48,1125000,Jammu,0,0,M
Sudesh Puri,SAP,0,10th Pass,38,567207,Jammu,0,0,F
Surjit Singh Slathia,JKN,0,Not Given,54,7407600,Jammu,1534462,0,M
Tirath Kumar,BSP,3,Not Given,47,11069441,Jammu,0,0,M
Yudhvir Singh,IND,0,Graduate,65,1197000,Jammu,3200,0,M
Thupstan Chhewang,IND,0,Graduate Professional,56,6139045,Ladakh,230415,1,M
Hassan Khan,JKN,0,Graduate,66,3095000,Ladakh,0,0,M
Sonam Palzor,BJP,0,Graduate,63,5091759,Ladakh,0,0,M
Wazir Mohd. Ali,IND,0,Graduate,66,1004000,Ladakh,0,0,M
Omar Abdullah,JKN,0,Graduate,32,19684236,Srinagar,54998,1,M
Abdul Rashid Lone,IND,0,Literate,37,,Srinagar,0,0,M
Advocate Ghulam Nabi Lone,JKPDP,0,Post Graduate,50,364000,Srinagar,417458,0,M
Bansi Lal,BSP,0,Doctorate,58,12530000,Srinagar,5500000,0,M
Bashir Ahmad,JKNPP,0,Graduate Professional,45,592000,Srinagar,0,0,M
Darakshan Andrabi,SDP,0,Doctorate,30,92000,Srinagar,0,0,F
Iftikhar Sadiq,BJP,0,Graduate,38,610000,Srinagar,0,0,M
Krishan Kumar,IND,0,Graduate Professional,49,17310000,Srinagar,300000,0,M
Mehbooba,IND,0,Others,52,40000,Srinagar,0,0,F
Mohmad Yousuf  Wani,AIFB,0,Graduate,29,550000,Srinagar,0,0,M
Mushtaq Shamim,IND,0,Graduate,35,210000,Srinagar,0,0,M
Nazir Ahmad Khan,IND,0,Graduate,38,800000,Srinagar,18000,0,M
Peer Ali Shah,JKAL,0,10th Pass,35,15000,Srinagar,0,0,M
Ch. Lal Singh,INC,0,Graduate,44,5400000,Udhampur,500000,1,M
Jia Lal Verma,BSP,0,Graduate,42,3346489,Udhampur,0,0,M
Khalid Najib Suharwardy,JKN,0,Graduate,41,2771550,Udhampur,0,0,M
Prof. Bhim Singh,JKNPP,0,Post Graduate,63,57200,Udhampur,0,0,M
Prof. Chaman Lal Gupta,BJP,0,Post Graduate,70,7293917,Udhampur,658559,0,M
Dhirendra Agarwal,RJD,1,Doctorate,45,28085948,Chatra,750000,0,M
Dr. Sita Ram Singh,IND,0,Graduate Professional,40,1129000,Chatra,17442,0,M
Inder Singh Namdhari,JD(U),1,Graduate,60,6900543,Chatra,634291,0,M
Nagmani,BJP,0,12th Pass,40,2402153,Chatra,0,0,M
Chandra Shekhar Dubey,INC,0,10th Pass,62,10250582,Dhanbad,323838,1,M
A. K. Roy,MCO,1,Post Graduate,68,76803,Dhanbad,0,0,M
Rita Verma,BJP,1,Doctorate,50,3947004,Dhanbad,0,0,M
Samresh Singh,IND,7,12th Pass,62,3443697,Dhanbad,0,0,M
Shibu Soren,JMM,4,10th Pass,59,3776022,Dumka,8013462,0,M
Baijnath Manjhi,BSP,1,12th Pass,26,22244,Dumka,126,0,M
Sone Lal Hembrom,BJP,0,Post Graduate,60,2388232,Dumka,102000,0,M
Tek Lal Mahto,JMM,1,Graduate,52,625000,Giridih,0,0,M
Inderdeo Mahato,JD(U),5,10th Pass,39,7369800,Giridih,200000,0,M
Ravindra Kumar Pandey,BJP,1,Graduate,45,20098807,Giridih,2948961,0,M
Furkan Ansari,INC,3,Graduate,52,1499897,Godda,800000,0,M
Jai Prakash Yadav,BSP,1,Post Graduate,43,131000,Godda,16000,0,M
Pradeep Yadav,BJP,2,Graduate,38,2073126,Godda,0,0,M
Suraj Mandal,JD(U),1,12th Pass,55,9172936,Godda,0,0,M
Bhubneshwar Prasad Mehta,CPI,1,12th Pass,60,970342,Hazaribagh,250000,0,M
Chandra Prakash Choudhary,AJSU Party,2,Graduate,35,1110000,Hazaribagh,61668,0,M
Yashwant Sinha,BJP,0,Post Graduate,66,15637769,Hazaribagh,0,0,M
Sunil Kumar Mahato,JMM,3,Graduate,38,3058500,Jamshedpur,0,0,M
Abha Mahto,BJP,0,Graduate,39,6616966,Jamshedpur,443377,0,F
Omkar Nath Jaiswal,SP,0,Graduate,70,1931500,Jamshedpur,0,0,M
Sushila Kerketta,INC,0,Post Graduate,60,3328161,Khunti,0,1,F
Kariya Munda,BJP,0,Post Graduate,64,1806733,Khunti,0,0,M
Niral Enem Horo,JKP,0,Graduate Professional,79,1018906,Khunti,0,0,M
Babulal Marandi,BJP,0,Graduate,45,500000,Kodarma,460000,1,M
Champa Verma,JMM,0,Literate,57,3820435,Kodarma,4000,0,F
Raj Kumar Yadav,CPI(ML)(L),8,10th Pass,33,98000,Kodarma,0,0,M
Rameshwar Oraon,INC,0,Doctorate,57,9238423,Lohardaga,364452,1,M
Chamra Linda,IND,4,Graduate,35,26000,Lohardaga,3536,0,M
Dukha Bhagat,BJP,1,Post Graduate,54,34466,Lohardaga,0,0,M
Manoj Kumar,RJD,0,Graduate,35,1825000,Palamau,125000,1,M
Braj Mohan Ram,BJP,0,Graduate,46,3250000,Palamau,1100000,0,M
Radha Krishn Kishore,JD(U),0,Graduate,46,991283,Palamau,0,0,M
Hemlal Murmu,JMM,1,Not Given,52,1680400,Rajmahal,0,0,M
Som Marandi,BJP,4,Graduate,40,748228,Rajmahal,0,0,M
