Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Harish Chandra,IND,0,10th Pass,42,252502,Gorakhpur,0,0,M
Jokhan Prasad,EKSP,0,Post Graduate,46,1001806,Gorakhpur,46000,0,M
Lal Bahadur,IND,0,Graduate,68,825500,Gorakhpur,0,0,M
Lal Chand Nishad,INC,0,Post Graduate,67,17574000,Gorakhpur,0,0,M
Manoj,IND,0,Post Graduate,30,46488626,Gorakhpur,3709444,0,M
Manoj Tiwari,SP,0,Graduate Professional,38,50158691,Gorakhpur,3809444,0,M
Neeraj Yadav,IND,0,12th Pass,31,4660000,Gorakhpur,0,0,M
Niranran Prasad,IND,0,Not Given,35,40000,Gorakhpur,0,0,M
Om Prakash,IND,0,12th Pass,43,1810000,Gorakhpur,0,0,M
Raj Bahadur,IJP,0,Post Graduate,28,145000,Gorakhpur,0,0,M
Raj Mani,BEP,0,Literate,46,20000,Gorakhpur,0,0,M
Rajan Urf Rajan Yadav,IND,0,Post Graduate,31,25500,Gorakhpur,0,0,M
Rajesh Sahani,CPI(ML)(L),0,Post Graduate,44,,Gorakhpur,0,0,M
Rakesh Kumar,IND,0,10th Pass,38,2220000,Gorakhpur,0,0,M
Ramhit Nishad,IND,0,12th Pass,53,505000,Gorakhpur,0,0,M
Shree Nath,SBSP,0,12th Pass,29,70000,Gorakhpur,0,0,M
Vinod Shukla,IND,0,Post Graduate,29,77000,Gorakhpur,0,0,M
Vijay Bahadur Singh,BSP,0,Graduate Professional,65,42956873,Hamirpur,623689,1,M
Amit Kumar,AD,0,12th Pass,28,3500,Hamirpur,0,0,M
Anil Kumar,Ambedkar Samaj Party,0,10th Pass,30,250000,Hamirpur,0,0,M
Desh Raj,IND,0,12th Pass,45,510000,Hamirpur,100000,0,M
Girdharilal,NELU,0,Not Given,70,110000,Hamirpur,0,0,M
Hakeem Khan,BAP,0,8th Pass,56,1448000,Hamirpur,80000,0,M
Kanti,Lok Dal,0,Illiterate,43,65000,Hamirpur,0,0,F
Kapil Kumar,NLHP,0,Post Graduate,30,450000,Hamirpur,79000,0,M
Lalla,IND,0,Not Given,46,205000,Hamirpur,0,0,M
Lallu Prasad,IND,1,12th Pass,38,70000,Hamirpur,0,0,M
Neeraj Kumar Nirala,IND,0,12th Pass,28,9010000,Hamirpur,0,0,M
Parmeshwar Dayal,IND,0,10th Pass,60,325000,Hamirpur,60000,0,M
"Preetam Singh Lodhi ""Kissan""",BJP,0,Post Graduate,39,6058800,Hamirpur,2000000,0,M
Shivprasad Prajapati,IJP,0,Graduate,33,327000,Hamirpur,0,0,M
Siddha Gopal Sahu,INC,0,Post Graduate,43,24894125,Hamirpur,0,0,M
Usha Verma,SP,0,Post Graduate,43,10111699,Hardoi,500000,1,F
Balakram,RJPK,0,8th Pass,48,1415000,Hardoi,0,0,M
Bhaiya Lal Alias Chaman Babu,RSMD,0,10th Pass,35,10000,Hardoi,0,0,M
Haribakhsh,NBNP,0,Literate,50,754000,Hardoi,0,0,M
Jagannath,IND,0,5th Pass,45,50560,Hardoi,0,0,M
Purnima Verma,BJP,0,Post Graduate,52,22001868,Hardoi,2169282,0,F
Rajendra Kumar,IND,0,Graduate,49,410000,Hardoi,0,0,M
Ram Kumar Kuril,BSP,4,12th Pass,47,2044273,Hardoi,100000,0,M
Shantiswaroop,RPI,0,10th Pass,52,590000,Hardoi,0,0,M
Shiv Kumar,IND,0,Literate,58,90000,Hardoi,0,0,M
Usha,IND,0,Not Given,48,46000,Hardoi,0,0,F
Sarika Singh,RLD,0,Post Graduate,29,825272,Hathras,0,1,F
Anar Singh,SP,0,10th Pass,48,60240500,Hathras,20300000,0,M
Jaiprakash,RTKP,0,8th Pass,59,1735000,Hathras,0,0,M
Mathura Prasad,IND,0,Post Graduate,30,277600,Hathras,0,0,M
Pradeep Chandel,INC,0,Not Given,31,1660000,Hathras,0,0,M
Pradeep Kumar,Ambedkar Samaj Party,0,Literate,38,622500,Hathras,0,0,M
Premlata,RPI(A),0,Literate,35,843500,Hathras,0,0,F
Rajendra Kumar,BSP,1,Graduate,43,2525000,Hathras,0,0,M
Shiv Singh,IND,0,Graduate,39,1205369,Hathras,0,0,M
Suresh Babu,BSKPB,0,Graduate,35,338800,Hathras,0,0,M
Ghansyam Anuragi,SP,2,Post Graduate,35,6350833,Jalaun,0,0,M
Bhaggoolal Valmiki,RSMD,0,12th Pass,50,254323,Jalaun,0,0,M
Bhanu Pratap Singh Verma,BJP,1,Post Graduate,50,1491809,Jalaun,115000,0,M
Bhuri Devi,IND,0,Not Given,54,3915000,Jalaun,0,0,F
Dashrath Singh Ahirwar,RDMP,0,10th Pass,27,130000,Jalaun,60000,0,M
Dr. Babu Ramadhin Ahirwar,INC,0,Doctorate,58,899586,Jalaun,34529,0,M
Hukum,JPS,0,Not Given,52,799267,Jalaun,0,0,M
Kashiram,CPI(ML)(L),0,12th Pass,35,73020,Jalaun,0,0,M
Mevalal,IND,0,12th Pass,61,701000,Jalaun,0,0,M
Nathuram Verma Lohia,NCP,0,8th Pass,63,3285000,Jalaun,0,0,M
Prabha Verma,AD,0,Doctorate,25,1180000,Jalaun,0,0,F
Pratap Singh Kathariya,NELU,0,10th Pass,39,81500,Jalaun,0,0,M
Ram Ji,IND,0,8th Pass,49,35000,Jalaun,0,0,M
Sanjay Kumar,RAJUP,0,10th Pass,28,11000,Jalaun,0,0,M
Tilak Chandra Ahirwar,BSP,0,Graduate,40,4443000,Jalaun,500000,0,M
Vashudev,IND,0,8th Pass,31,435000,Jalaun,0,0,M
Dhananjay Singh,BSP,1,Post Graduate,33,4362656,Jaunpur,678982,0,M
Achheylal Nishad,NELU,0,Not Given,61,1995000,Jaunpur,0,0,M
Ajay Kasyap - Guddu,IND,0,Literate,26,960500,Jaunpur,0,0,M
Bahadur Sonkar,IJP,0,Literate,48,150000,Jaunpur,0,0,M
Geeta Singh,RDMP,0,Graduate Professional,46,1600000,Jaunpur,0,0,F
Giraja Shankar Yadava,GGP,0,Others,49,1141655,Jaunpur,140,0,M
Jagdish Chandra Asthana,IND,0,Graduate Professional,62,2281000,Jaunpur,0,0,M
Paras Nath Yadava,SP,0,12th Pass,54,13874968,Jaunpur,0,0,M
Rajesh S/O Rameshchandra,AD,0,Graduate,30,297000,Jaunpur,50000,0,M
Rajesh S/O Ramyagya,EKSP,0,10th Pass,32,1655238,Jaunpur,0,0,M
Rajkishun,Rashtriya Swabhimaan Party,0,Post Graduate,26,950000,Jaunpur,0,0,M
Ramchandar,RASD,0,8th Pass,52,1067695,Jaunpur,20000,0,M
Ravi Shankar,LJP,0,Graduate,38,,Jaunpur,0,0,M
Seema,BJP,0,Post Graduate,37,2838000,Jaunpur,135000,0,F
Tasleem Ahmed Rehmani,IND,0,Others,45,5444843,Jaunpur,0,0,M
Pradeep Kumar Jain,INC,2,Post Graduate,46,3343719,Jhansi,0,0,M
Abdesh Bhooshan Srivastava,IND,1,Not Given,43,2600,Jhansi,0,0,M
Babu Lal Nangal,LSVP,0,Not Given,65,2116000,Jhansi,88000,0,M
Bal Kishan,IND,0,Not Given,28,70939,Jhansi,28000,0,M
Balak Das,AD,0,Not Given,40,437000,Jhansi,0,0,M
Chandrpal Singh Yadav,SP,4,Not Given,49,12091752,Jhansi,0,0,M
Deepmala Kushwaha,RTKP,1,Not Given,28,206206,Jhansi,0,0,M
Jagat Vikram Singh,IND,0,Not Given,40,1415000,Jhansi,0,0,M
Kamta Prasad Rajput,IND,0,Not Given,59,7223775,Jhansi,0,0,M
Mahendra,IND,0,Not Given,39,243000,Jhansi,0,0,M
Manmohan Gupta,IJP,0,Not Given,62,3528456,Jhansi,0,0,M
Mathura Prasad,IND,0,Not Given,58,228400,Jhansi,0,0,M
Pankaj Rawat,IND,0,Not Given,37,496330,Jhansi,0,0,M
Parwat Singh,IND,0,Not Given,39,1340000,Jhansi,0,0,M
Ramdas,BJTP,0,Not Given,50,49766,Jhansi,0,0,M
Ramesh Kumar Sharma,BSP,0,Not Given,58,69793000,Jhansi,0,0,M
Ravindra Shukla,BJP,0,Not Given,50,9064094,Jhansi,1819376,0,M
Sujan Singh Bundela,RSMD,0,Not Given,63,115770215,Jhansi,260536,0,M
Tabassum Begam,BSP,0,10th Pass,39,11667328,Kairana,0,1,F
Abhishek,IND,0,10th Pass,25,360000,Kairana,0,0,M
Braham Pal Gurjar,IND,0,Graduate Professional,38,2255723,Kairana,0,0,M
Hukum Singh,BJP,1,Graduate Professional,71,13488895,Kairana,0,0,M
Karan Singh,JSP,0,Graduate,40,2000,Kairana,0,0,M
Kuldeep,IND,0,Graduate,32,4362000,Kairana,0,0,M
Kunwar Pal,RDMP,0,12th Pass,50,3701000,Kairana,20000,0,M
Lakhmi,IND,0,8th Pass,53,6784937,Kairana,1500,0,M
Mukta Singh,IND,0,Post Graduate,35,3975000,Kairana,0,0,F
Priya Kumar,ABHM,0,12th Pass,37,644000,Kairana,0,0,M
Raj Bahadur,IJP,0,Graduate,26,103000,Kairana,0,0,M
Rajnish Notial,Ambedkar Samaj Party,0,Literate,28,250000,Kairana,0,0,M
Shafik,UNLP,0,Literate,52,85000,Kairana,0,0,M
Shajan Masood,SP,3,Graduate,36,7119617,Kairana,784480,0,M
Surendra Kumar,INC,0,10th Pass,45,5825591,Kairana,219000,0,M
Brijbhushan Saran Singh,SP,2,Graduate Professional,52,53537885,Kaiserganj,0,0,M
Anokhi Lal,IND,0,Literate,49,120500,Kaiserganj,0,0,M
Chandra Bhan,IND,1,Literate,42,1951003,Kaiserganj,0,0,M
Daya Ram,PDFO,1,Not Given,41,653534,Kaiserganj,140000,0,M
Dr Lalta Prasad Mishra Alis Dr L P Mishra,BJP,0,Doctorate,59,35903033,Kaiserganj,3275766,0,M
Hafeez,AD,0,8th Pass,47,1880000,Kaiserganj,0,0,M
Jagdish,IND,0,Literate,40,1726000,Kaiserganj,0,0,M
Jagdish Prasad,IND,0,12th Pass,38,4525532,Kaiserganj,0,0,M
Jitendra Bahadur,IND,0,Graduate Professional,57,352895,Kaiserganj,0,0,M
Manoj Kumar,Lok Dal,0,Graduate,33,721000,Kaiserganj,0,0,M
Mohd Aleem,INC,0,12th Pass,46,8957811,Kaiserganj,0,0,M
Om Prakash,IND,0,12th Pass,35,300000,Kaiserganj,0,0,M
Radheyshyam Boat,IND,0,8th Pass,62,620404,Kaiserganj,0,0,M
Raj Kishore Singh,IND,0,12th Pass,38,1470000,Kaiserganj,0,0,M
Ram Praksh,RPI(A),0,10th Pass,39,417000,Kaiserganj,0,0,M
Ramender Dev Pathak,PECP,0,Graduate Professional,60,5661821,Kaiserganj,0,0,M
Ramfeer Alis Chunti,IND,0,Not Given,59,259000,Kaiserganj,0,0,M
Surendra Nath Awasthi,BSP,0,Post Graduate,53,16540782,Kaiserganj,2061909,0,M
Udai Raj,IND,0,Literate,52,1145000,Kaiserganj,0,0,M
Vimal Verma,IND,0,10th Pass,30,665000,Kaiserganj,0,0,M
Vinesh Kumar,IND,0,10th Pass,32,315000,Kaiserganj,0,0,M
Zameer Ahamad,ANC,0,10th Pass,53,107000,Kaiserganj,0,0,M
Akhilesh Yadav,SP,0,Graduate Professional,35,48582202,Kannauj,7726354,1,M
Ajab Singh,Akhil Bharatiya Ashok Sena,0,12th Pass,30,2555500,Kannauj,0,0,M
Balram,BSP(K),2,Not Given,29,621000,Kannauj,200000,0,M
Lal Singh,IND,0,8th Pass,40,742300,Kannauj,0,0,M
Narayan Kumar,RDMP,0,Graduate,39,313196,Kannauj,0,0,M
Pradeep,IND,1,12th Pass,35,1660026,Kannauj,0,0,M
Ram Babu,IND,0,8th Pass,37,80500,Kannauj,0,0,M
Ram Babu Trivedi,BPD,0,Post Graduate,62,1559370,Kannauj,0,0,M
Ram Karan,VAJP,0,Graduate,37,1498600,Kannauj,7000,0,M
Ram Swaroop,JPS,0,Graduate,70,2120187,Kannauj,0,0,M
Sanjeev,IND,0,Post Graduate,25,1410000,Kannauj,0,0,M
Shahan Shah,IND,0,8th Pass,37,20000,Kannauj,0,0,M
Shrikrishna Shakya,IND,0,Graduate Professional,56,5050000,Kannauj,0,0,M
Subrat Pathak,BJP,0,Graduate,29,10172404,Kannauj,468672,0,M
Vijay Singh Chauhan,Mahan Dal,0,12th Pass,53,6225000,Kannauj,100000,0,M
Sarvey Satyanarayana,INC,1,Graduate Professional,54,10112521,KANNAUJ  :BYE-ELECTION ON 24-06-2012,116848,0,M
Bheem Sen,TDP,0,Graduate Professional,60,2856116,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
C Francis Mjf,SP,0,Graduate,57,60000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
C Venkata Subba Rao,IND,0,Graduate,52,1855000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,810355,0,M
Dr.Lavu Rathaiah,LSP,1,Doctorate,56,155460261,KANNAUJ  :BYE-ELECTION ON 24-06-2012,57975695,0,M
Indrasena Reddy,BJP,0,Post Graduate,56,24115000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,235000,0,M
J Bhaskar,IND,0,Not Given,34,,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
K Bhojraj,IND,1,Not Given,35,,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
K Srinivasa Raju,IND,0,Graduate,44,2580000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,1284000,0,M
Kante Kanakaiah Ganagaputra,IND,0,Graduate,63,9148383,KANNAUJ  :BYE-ELECTION ON 24-06-2012,1404,0,M
Lt.Col.(Retd) Duserla Paparaidu,IND,0,Post Graduate,62,12500000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,600000,0,M
M Babu Rao,BSP,2,12th Pass,52,14100000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,1115000,0,M
Md Mansoor Ali,IND,0,12th Pass,31,150000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
N V Rama Reddy,PPOI,0,10th Pass,54,36650006,KANNAUJ  :BYE-ELECTION ON 24-06-2012,96384,0,M
Narendar Kumbala,BPD,0,Post Graduate,39,120000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
P Ramakrishna,RKSP,0,Not Given,42,,KANNAUJ  :BYE-ELECTION ON 24-06-2012,2100000,0,M
S D Krishnamurthy,TNPP,0,Post Graduate,51,1430000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
S.Victor,IND,0,10th Pass,40,882000,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
Thulla Devender Goud,PRAP,0,Graduate,56,352257953,KANNAUJ  :BYE-ELECTION ON 24-06-2012,0,0,M
Sri Prakash Jaiswal,INC,0,12th Pass,64,30767980,Kanpur,0,1,M
Ahamed Hussain,IND,1,Not Given,68,5379,Kanpur,0,0,M
Anil Kumar Jain,IND,0,Post Graduate,49,1776623,Kanpur,216292,0,M
Badri Vishal Prajapati,IND,0,Others,35,70000,Kanpur,0,0,M
Gaya Prasad,IND,0,Others,55,344500,Kanpur,0,0,M
Gufran Ahmed,RWSP,0,12th Pass,49,700000,Kanpur,0,0,M
Jagdish Prasad,ABHM,0,Not Given,48,284000,Kanpur,0,0,M
Jageswar Dayal 1 Vikal,IND,0,Post Graduate,47,615000,Kanpur,0,0,M
Mahesh Chandra Sharma,IND,0,Post Graduate,65,3812000,Kanpur,0,0,M
Maya Kaushal,IND,1,Graduate,55,705800,Kanpur,0,0,M
Mohammd Isha,IND,0,5th Pass,34,30500,Kanpur,0,0,M
Moti Lal Sharma,IJP,0,8th Pass,59,19650,Kanpur,0,0,M
Nisha,IND,0,10th Pass,38,240000,Kanpur,0,0,F
Omendra Bharat,BPD,0,Post Graduate,29,35457,Kanpur,0,0,M
Satish Mahana,BJP,0,Graduate,48,18717462,Kanpur,0,0,M
Sukhda Mishra,BSP,0,Graduate,67,46179000,Kanpur,1583789,0,F
Surendra Mohan Agrawal,SP,4,12th Pass,65,16479277,Kanpur,0,0,M
V.N.Awasthi,IND,0,Not Given,75,2025500,Kanpur,0,0,M
Shailendra Kumar,SP,0,Graduate,51,20800327,Kaushambi,0,1,M
Gautam Chaudhary,BJP,0,Graduate Professional,44,3518000,Kaushambi,0,0,M
Girish Chandra Pasi,BSP,9,Graduate,39,2407001,Kaushambi,0,0,M
Gulab Chandra,IND,0,5th Pass,39,150000,Kaushambi,0,0,M
Gulab Sonkar,IJP,0,Graduate,45,243000,Kaushambi,0,0,M
Jagdeo,IND,0,12th Pass,53,315367,Kaushambi,0,0,M
Man Singh,IND,0,12th Pass,28,76000,Kaushambi,0,0,M
Ram Nihor Rakesh,INC,0,Not Given,64,329586,Kaushambi,0,0,M
Ram Saran,IND,0,12th Pass,56,935053,Kaushambi,0,0,M
Umesh Chandra Pasi,AD,0,10th Pass,40,2954000,Kaushambi,5000,0,M
Zafar Ali Naqvi,INC,0,Graduate Professional,61,3979881,Kheri,0,1,M
Ajay Kumar,BJP,2,Graduate Professional,50,15325070,Kheri,1560020,0,M
Anil Kishore,Lok Dal,0,12th Pass,41,648000,Kheri,0,0,M
Anupam Verma,AD,0,Not Given,30,646300,Kheri,0,0,M
Arvind,IND,0,Graduate,33,82000,Kheri,0,0,M
Bajrangi Lal,IND,0,Not Given,36,20000,Kheri,0,0,M
Iliyas Azmi,BSP,0,Others,68,17619316,Kheri,0,0,M
Kashinath Singh,JPS,0,Graduate Professional,49,2072000,Kheri,0,0,M
Mohd. Iliyas,IND,0,8th Pass,49,351242,Kheri,0,0,M
Mujeeb Khan,IND,1,5th Pass,38,2610000,Kheri,0,0,M
Ramdarash,CPI(ML)(L),17,8th Pass,45,30000,Kheri,0,0,M
Ravi Prakash Verma,SP,1,Graduate Professional,49,5389781,Kheri,350160,0,M
Ku. Ratanjeet Pratap Narayan Singh,INC,0,Graduate,45,39975893,Kushi Nagar,100000,1,M
Ameeruddin,IND,0,Graduate,31,,Kushi Nagar,0,0,M
Anil,RPI(A),0,Not Given,43,830000,Kushi Nagar,0,0,M
Babu Lal,BRPP,0,8th Pass,40,567000,Kushi Nagar,0,0,M
Bramha Shanker,SP,2,Graduate Professional,56,28469369,Kushi Nagar,1074290,0,M
Daroga,IND,0,8th Pass,37,36000,Kushi Nagar,0,0,M
Dheeraj Shekhar Shriwastawa,RALOP,0,Not Given,49,16000,Kushi Nagar,0,0,M
Jagdish,IND,0,5th Pass,57,2878000,Kushi Nagar,0,0,M
Jai Govind,IND,0,10th Pass,35,31000,Kushi Nagar,0,0,M
Jangi,SBSP,2,Not Given,55,,Kushi Nagar,0,0,M
K Kumar,PRBD,0,12th Pass,56,3900,Kushi Nagar,0,0,M
Kishor Kumar,IPP,1,Graduate Professional,40,3387500,Kushi Nagar,0,0,M
Madan Lal,MADP,0,12th Pass,46,657000,Kushi Nagar,0,0,M
Matiullah,NLHP,0,Graduate Professional,43,35000,Kushi Nagar,0,0,M
Ram Briksh,IND,0,12th Pass,54,400000,Kushi Nagar,0,0,M
Ramesh,IND,0,12th Pass,35,2413000,Kushi Nagar,0,0,M
Swami Prasad Maurya,BSP,1,Post Graduate,54,6624790,Kushi Nagar,0,0,M
Vijay Dubey,BJP,2,12th Pass,41,8913000,Kushi Nagar,0,0,M
Dr. Baliram,BSP,0,Doctorate,56,8003036,Lalganj,638922,1,M
Achchhelal,IND,0,8th Pass,42,120000,Lalganj,0,0,M
Chandra Ram Alias Chandu Saroj,IND,0,Post Graduate,36,85584,Lalganj,350000,0,M
Daroga Prasad Saroj,SP,5,Graduate,60,5573553,Lalganj,0,0,M
Dharmraj,IND,0,10th Pass,55,754201,Lalganj,0,0,M
Hari Prasad Sonkar,CPI,0,Literate,50,132569,Lalganj,0,0,M
Manbhawan,BRPP,0,Not Given,32,759500,Lalganj,0,0,M
Neelam Sonkar,BJP,0,Post Graduate,33,11555274,Lalganj,1300000,0,F
Ram Dayal Alias Mohan,SBSP,0,8th Pass,32,9000,Lalganj,0,0,M
Sukhnayan,IND,0,12th Pass,29,195000,Lalganj,0,0,M
Urmila Devi,IND,0,Literate,27,596000,Lalganj,0,0,F
Lal Ji Tandon,BJP,0,Graduate,73,21700160,Lucknow,0,1,M
A. Haroon Ali,IND,0,Graduate,48,1751500,Lucknow,34380,0,M
Ambika Prasad,IND,0,Post Graduate,49,3949407,Lucknow,0,0,M
Amit Pandey,IND,0,Post Graduate,33,780000,Lucknow,0,0,M
Amresh Mishra,IND,0,Post Graduate,43,1105000,Lucknow,0,0,M
Anupam Mishra,SWPI,0,Graduate,37,1452714,Lucknow,125867,0,M
Ashok Kumar Pal,IND,0,Post Graduate,31,90868,Lucknow,0,0,M
Bal Mukund Tiwari,IND,0,Literate,26,40000,Lucknow,0,0,M
Chandra Bhushan Pandey (C.B.Pandey),IND,0,Graduate Professional,60,20014570,Lucknow,0,0,M
Chaturi Prasad,IND,0,Not Given,56,300000,Lucknow,0,0,M
Dasharath,RMEP,0,Post Graduate,36,12404,Lucknow,0,0,M
Dheeraj,IND,7,10th Pass,37,573000,Lucknow,98000,0,M
Dr. Akhilesh Das Gupta,BSP,1,Doctorate,48,527490020,Lucknow,2190715,0,M
Dr.Khan Mohmad Atif,MMUP,0,Doctorate,64,4700000,Lucknow,0,0,M
Girish Chandra Srivastav,IND,0,12th Pass,62,2901500,Lucknow,0,0,M
Harjeet Singh,IND,0,12th Pass,48,954000,Lucknow,2200000,0,M
Jugunu Ranjan,JANS,0,Graduate,47,2090000,Lucknow,0,0,F
K.C. Kardam,IND,0,Post Graduate,65,4092245,Lucknow,0,0,M
Kamal Chandra,GGP,0,Graduate,39,4091000,Lucknow,0,0,M
Kedar Mal Agrawal,IND,0,Literate,55,60356,Lucknow,0,0,M
Mohd. Irshad,NBNP,0,Not Given,40,100000,Lucknow,0,0,M
Murli Prasad,RTKP,0,Literate,56,106430,Lucknow,0,0,M
Mustaq Khan,IJP,0,Not Given,38,42000,Lucknow,0,0,M
Nafisa Ali Sodhi,SP,2,Not Given,52,49420475,Lucknow,0,0,M
Nand Kumar Lodhi Rajpoot,BGD,0,Graduate,44,40000,Lucknow,0,0,M
Nitin Dwivedi,IND,0,12th Pass,25,135893,Lucknow,411346,0,M
Padam Chandra Gupta,IND,0,Post Graduate,35,45000,Lucknow,108720,0,M
Praveen Kumar Mishra,EKSP,0,10th Pass,32,110000,Lucknow,0,0,M
Radheyshyam,IND,0,8th Pass,37,758000,Lucknow,0,0,M
Rajesh Kumar,IND,1,8th Pass,25,16000,Lucknow,0,0,M
Rajesh Kumar Naithani,IND,0,Graduate,35,508711,Lucknow,0,0,M
Rajesh Kumar Pandey,AITC,0,12th Pass,40,92000,Lucknow,0,0,M
Rajiv Ranjan Tiwari @ Raj Bihari,IND,0,Post Graduate,29,96118,Lucknow,0,0,M
Ram Kumar Shukla,IND,0,Graduate,62,2065000,Lucknow,0,0,M
Ravi Shankar Bharat,BPD,0,Post Graduate,28,50000,Lucknow,0,0,M
Rita Bahuguna Joshi,INC,0,Doctorate,59,16029707,Lucknow,0,0,F
S.R.Darapuri,IND,0,Graduate,65,4684000,Lucknow,2745,0,M
Sehnaaz Sidrat,IND,0,Post Graduate,48,578684,Lucknow,100000,0,F
Sukhveer Singh,IND,0,10th Pass,41,7101829,Lucknow,0,0,M
Suman Lata Dixit,IND,0,Post Graduate,53,18000,Lucknow,250000,0,F
Zubair Ahmad,IND,0,Others,32,100000,Lucknow,0,0,M
Tufani Saroj,SP,0,Graduate,48,5336133,Machhlishahr,0,1,M
Baljit,IND,0,Post Graduate,59,831000,Machhlishahr,156000,0,M
Dinesh Kumar,IND,0,Post Graduate,31,23908,Machhlishahr,0,0,M
Kamla Kant Gautam (K.K. Gautam),BSP,1,Graduate Professional,51,2865000,Machhlishahr,0,0,M
Krishna Sewak Sonker,JPS,0,Not Given,48,5950000,Machhlishahr,0,0,M
Raj Bahadur,INC,0,Graduate Professional,66,1106152,Machhlishahr,0,0,M
Ram Charitra,AD,0,12th Pass,41,3305000,Machhlishahr,0,0,M
Ram Dawar Gautam,IND,0,Not Given,41,583066,Machhlishahr,0,0,M
Sheomurat Ram,GGP,0,Post Graduate,71,611760,Machhlishahr,0,0,M
Shyam Bihari Kannaujiya,IND,0,Not Given,39,300000,Machhlishahr,0,0,M
Sohan,IND,3,Not Given,46,685000,Machhlishahr,866956,0,M
Sukhraj Dinkar,RSP,0,Post Graduate,51,842000,Machhlishahr,0,0,M
Sushma,RAD,0,Not Given,29,63399,Machhlishahr,0,0,F
Vidyasagar Sonker,BJP,0,Graduate Professional,48,4507815,Machhlishahr,320000,0,M
Vijayee Ram,Ambedkar Samaj Party,0,Post Graduate,38,50000,Machhlishahr,0,0,M
Vinod Kumar,IND,0,12th Pass,40,155000,Machhlishahr,0,0,M
Abdur Urf Ansari,NLHP,0,Post Graduate,45,2367000,Maharajganj,0,0,M
Ajeet Mani,SP,0,Doctorate,41,19709687,Maharajganj,675417,0,M
Chaudhary Sanjay Singh Patel,IND,0,Not Given,28,,Maharajganj,0,0,M
Dilip Kumar,IND,0,Not Given,28,264500,Maharajganj,0,0,M
Ganesh Shankar Pandey,BSP,0,Graduate,51,15548924,Maharajganj,662717,0,M
Hanuman,IND,0,Not Given,51,647860,Maharajganj,0,0,M
Lal Bihari,IND,0,8th Pass,42,1056500,Maharajganj,0,0,M
Omprakash Chaturvedi,IND,0,Not Given,63,1751310,Maharajganj,4447,0,M
Pankaj Chaudhary,BJP,0,12th Pass,39,43754559,Maharajganj,1659000,0,M
Pawan Kumar,RPI(A),0,8th Pass,39,25711000,Maharajganj,3767909,0,M
Ram Kishun Nishad,SBSP,0,12th Pass,52,430000,Maharajganj,0,0,M
Ram Nivas,IND,0,10th Pass,37,206000,Maharajganj,0,0,M
Satya Narayan Urf Satnarayan,BEP,0,5th Pass,58,100000,Maharajganj,0,0,M
Shyam Sunder Das Chaurasia,IND,1,8th Pass,28,1035000,Maharajganj,119919,0,M
Mulayam Singh Yadav,SP,0,Post Graduate,69,22399320,Mainpuri,243842,1,M
Abadhesh Shakya,RSMD,0,10th Pass,41,1230200,Mainpuri,0,0,M
Ajay Kumar Singh,IND,0,Graduate,51,40000,Mainpuri,3400,0,M
Genda Lal Pal,RALP,0,10th Pass,56,825000,Mainpuri,0,0,M
Hakim Singh Yadav,CPI,0,Graduate Professional,65,4175000,Mainpuri,120000,0,M
Karuna Nidhi Pandey,KKJHS,0,Post Graduate,46,487001,Mainpuri,0,0,M
Man Singh Kashyap,Lok Dal,0,Graduate,53,1166395,Mainpuri,0,0,M
Praveen Yadav,Mahan Dal,0,Graduate,40,4378038,Mainpuri,276515,0,M
Rajvir Singh,NDPF,0,12th Pass,43,2068000,Mainpuri,0,0,M
Ravindra Singh,RWS,0,Post Graduate,69,1785000,Mainpuri,0,0,M
Sachchida Nand,IND,0,Graduate,57,2907490,Mainpuri,0,0,M
Sarvesh,JPS,0,12th Pass,31,730000,Mainpuri,0,0,M
Tripti Shakya,BJP,1,Graduate,31,2814584,Mainpuri,0,0,M
Vinay Shakya,BSP,1,Post Graduate,38,9530440,Mainpuri,900000,0,M
Yogendra Singh,IJP,0,12th Pass,41,1240000,Mainpuri,0,0,M
Jayant K Singh,RLD,1,Post Graduate,30,30204219,Mathura,288327,0,M
Ashraf Ali,NLHP,0,12th Pass,34,6179564,Mathura,0,0,M
Babu Lal Sharma,IND,0,Post Graduate,70,55000,Mathura,0,0,M
Devendra,RALP,0,Graduate Professional,27,262000,Mathura,0,0,M
Fakkar Baba,IND,0,10th Pass,64,12000,Mathura,0,0,M
Gopal Saini,IND,0,5th Pass,25,54000,Mathura,0,0,M
Heera Singh,NELU,0,Not Given,44,550000,Mathura,0,0,M
Jagdish,IND,0,10th Pass,34,1634000,Mathura,331000,0,M
