Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Bharat Diwan,IND,0,12th Pass,29,,Mahasamund,0,0,M
Champa Lal Patel,IND,0,Not Given,43,,Mahasamund,0,0,M
Dr Lata Markam,RPI(A),0,8th Pass,26,70000,Mahasamund,0,0,F
Dr. Anand Matwale (Guruji),LB,0,Graduate,38,1524114,Mahasamund,0,0,M
Khedhubharti (Satyesh),IND,0,Post Graduate,33,216788,Mahasamund,46000,0,M
Kiran Kumar Dhruv,JMM,0,10th Pass,44,1875000,Mahasamund,60000,0,M
Moti Lal Choudhary,BSP,0,10th Pass,44,3665000,Mahasamund,600000,0,M
Narayan Das Inqalab Gandhi,IND,0,Graduate Professional,63,2170000,Mahasamund,0,0,M
Narendra Bhishmdev Dhidhi,IND,0,Graduate Professional,34,2482000,Mahasamund,0,0,M
Ramprasad Chauhan,IND,0,Literate,46,410000,Mahasamund,0,0,M
Shridhar Chandrakar,AD,0,Post Graduate,40,781000,Mahasamund,0,0,M
Vishu Deo Sai,BJP,0,10th Pass,45,2302000,Raigarh,0,1,M
Amrit Tirkey,IND,0,8th Pass,30,517000,Raigarh,0,0,M
Bahadur Singh Rathia,BSP,0,5th Pass,57,2330000,Raigarh,200000,0,M
Darshan Sidar,GGP,0,5th Pass,32,4526000,Raigarh,0,0,M
Haldharram Sidar,IND,0,Graduate,42,1025000,Raigarh,85156,0,M
Hirdayaram Rathiya,INC,0,Post Graduate,43,2145000,Raigarh,308875,0,M
Kamrish Singh Gond,IND,0,12th Pass,59,567500,Raigarh,0,0,M
Meera Devi Singh Tirkey,CGVP,0,Graduate,39,640000,Raigarh,0,0,M
Sanjay Tirkey,IND,0,Not Given,29,1371000,Raigarh,389595,0,M
Shirachand Ekka,JMM,0,Others,29,874500,Raigarh,0,0,M
Arun Harpal,IND,0,5th Pass,35,270700,Raipur,0,0,M
Ashok Tamrakar,JCGP,0,Others,56,5066096,Raipur,1712,0,M
Bharat Bhushan Pandey,IND,2,12th Pass,45,5020500,Raipur,35000,0,M
Haidar Bhati,IND,0,8th Pass,38,2873000,Raipur,0,0,M
Hargun Meghwani,Akhil Bhartiya Sindhu Samajwadi Party,0,Graduate,56,1725893,Raipur,706,0,M
Imrran Pasha,Loktantrik Samajwadi Party,0,Graduate,33,1000000,Raipur,0,0,M
"Jafar Hussain, Bababhai (Purva Mutvalli)",IND,0,Literate,57,736000,Raipur,0,0,M
Madhusudan Mishra,ABHM,1,Graduate,49,5064500,Raipur,0,0,M
Mathura Prasad Tandon,IND,0,5th Pass,42,5505000,Raipur,0,0,M
Mohd. Jilani Alias Tani,IND,0,5th Pass,30,70000,Raipur,0,0,M
Nanda Kishor Deep,IND,0,Graduate,48,4385500,Raipur,0,0,M
Narad Nishad,IND,0,Not Given,33,832500,Raipur,0,0,M
Naresh Bhishmdevdhidhi,IND,0,Graduate Professional,31,795000,Raipur,0,0,M
Navin Gupta,IND,0,12th Pass,35,9269334,Raipur,286000,0,M
P R Khunte,CGVP,0,Others,54,5075500,Raipur,0,0,M
Praveen Jain,IND,0,10th Pass,44,12103747,Raipur,4405000,0,M
Rajendra Kumar Sahu,IND,0,Graduate Professional,38,20051000,Raipur,0,0,M
Rajesh Singh Thakur (Advocate),IND,0,Post Graduate,34,102000,Raipur,0,0,M
Ramcharan Yadav,IND,0,10th Pass,33,2042000,Raipur,0,0,M
Ramkrishna Verma,IND,0,8th Pass,49,5101000,Raipur,0,0,M
Sanjay Baghel,IND,0,Illiterate,29,28000,Raipur,0,0,M
Shailendra Banjare (Shaktiputra),SSBD,0,Graduate,34,2145000,Raipur,0,0,M
Shankar Lal Varandani,PPOI,0,10th Pass,45,650000,Raipur,0,0,M
Shobharam Gilhare,IND,0,Post Graduate,38,77000,Raipur,0,0,M
Shrikant Kaser,IND,0,8th Pass,41,,Raipur,0,0,M
Siyaram Dhritlahare,IND,0,Others,34,425000,Raipur,0,0,M
Smt Susil Bai Banjare,IND,0,Not Given,36,105000,Raipur,0,0,F
Syed Rashid Ali,IND,0,12th Pass,62,507200,Raipur,0,0,M
Vidyadevi Sahu,BSP,0,Post Graduate,54,229901,Raipur,118124,0,F
Yashwant Sahu,IND,0,Graduate,35,5000000,Raipur,0,0,M
Madhusudan Yadav,BJP,1,12th Pass,38,1165680,Rajnandgaon,0,0,M
Ajay Jaiswal,IND,1,8th Pass,35,1502000,Rajnandgaon,0,0,M
Ajay Pali,IND,0,5th Pass,32,130000,Rajnandgaon,500000,0,M
Bhag Chanda Vaidhya,IND,0,Doctorate,48,100000,Rajnandgaon,0,0,M
D.R.Yadav Pracharya,IND,0,Post Graduate,66,875000,Rajnandgaon,0,0,M
Derha Ram Lodhi,IND,0,Graduate,37,445000,Rajnandgaon,75000,0,M
Dilip Rathod Sampadak,IND,0,Others,40,1400000,Rajnandgaon,0,0,M
Gangaram Nishad,EKSP,0,Not Given,48,,Rajnandgaon,0,0,M
Jalal Mohammad Qureshi,IND,0,10th Pass,45,80000,Rajnandgaon,0,0,M
Madan Yadav,IND,0,Not Given,34,,Rajnandgaon,0,0,M
Mangaldas Bangare,IND,0,Others,52,2125000,Rajnandgaon,0,0,M
Narad Khothaliya,CGVP,0,5th Pass,48,18300,Rajnandgaon,0,0,M
Praduman Netam,BSP,0,Not Given,32,,Rajnandgaon,0,0,M
Amrit Singh Maravi,IND,0,12th Pass,35,321000,Surguja,60000,0,M
Anoop Minj,JMM,0,Post Graduate,28,,Surguja,0,0,M
Bal Singh,CPM,0,Not Given,38,,Surguja,0,0,M
Bhupnath Singh Maravi,GGP,0,Others,43,90000,Surguja,0,0,M
Dhaneshwar Singh,IND,0,12th Pass,39,275000,Surguja,0,0,M
Kumait  Bdo,JD(U),0,Post Graduate,64,250729,Surguja,0,0,M
Ramdeo Lakra,CGVP,0,12th Pass,32,,Surguja,0,0,M
Ramnath Cherwa,Shoshit Samaj Dal,0,Not Given,36,564000,Surguja,0,0,M
Sarju Xess Oranw,IND,0,12th Pass,43,54000,Surguja,0,0,M
Somnath Bhagat,LJP,0,12th Pass,46,790000,Surguja,0,0,M
Sunil Kumar Singh,IND,0,Not Given,27,250000,Surguja,85000,0,M
Suraj Deo Singh Khairwar,IND,0,Literate,35,45000,Surguja,0,0,M
Patel Natubhai Gomanbhai,BJP,3,5th Pass,36,83494860,Dadra & Nagar Haveli,3426035,0,M
Bij Yohanbhai Bhadiyabhai,BSP,0,8th Pass,36,60635,Dadra & Nagar Haveli,0,0,M
Delkar Mohanbhai Sanjibhai,INC,0,12th Pass,46,94775558,Dadra & Nagar Haveli,0,0,M
Khulat Bhikalya Vanshya,IND,2,10th Pass,40,16024,Dadra & Nagar Haveli,0,0,M
Mishal Laxmanbhai Navasubhai,IND,2,10th Pass,39,5444300,Dadra & Nagar Haveli,0,0,M
Lalubhai Patel,BJP,0,10th Pass,53,36879385,Daman & Diu,2135939,1,M
Dahyabhai Vallabhbhai Patel,INC,0,12th Pass,64,115961703,Daman & Diu,150000,0,M
Gohel Gautamkumar Natvarsinh,IND,0,12th Pass,28,420000,Daman & Diu,641000,0,M
Pandey Dineshbhai,IND,1,12th Pass,37,2295000,Daman & Diu,854990,0,M
Rameshbhai D. Singh,SP,0,12th Pass,42,2740500,Daman & Diu,0,0,M
Sinde Shaileshbhai,IND,0,12th Pass,39,2158000,Daman & Diu,0,0,M
Tandel Gopalbhai Kalyanbhai,NCP,2,Not Given,55,70697264,Daman & Diu,13169373,0,M
Shripad Yesso Naik,BJP,0,Graduate,56,9897462,North Goa,912582,1,M
Christopher Fonseca,CPI,0,Post Graduate,55,3858563,North Goa,0,0,M
Jitendra Raghuraj Deshprabhu,NCP,3,Graduate,53,1063063407,North Goa,1965600,0,M
Martha D Souza,IND,0,10th Pass,55,,North Goa,0,0,F
Naracinva Surya Salgaonkar,IND,0,8th Pass,51,598350,North Goa,130000,0,M
Raut Pandurang Dattaram,MAG,0,10th Pass,62,11192755,North Goa,1125445,0,M
Upendra Chandru Gaonkar,SHS,0,10th Pass,48,874900,North Goa,0,0,M
Cosme Francisco Caitano Sardinha,INC,0,Graduate Professional,62,29473470,South Goa,443500,1,M
Adv. Narendra Keshav Sawaikar,BJP,0,Graduate Professional,42,3483623,South Goa,0,0,M
Adv. Raju Mangeshkar Alias Rajendra Naik,CPI,0,Post Graduate,52,3114150,South Goa,99614,0,M
Derick Dias,IND,0,Graduate,41,345000,South Goa,0,0,M
Dias Jawahar,IND,0,Post Graduate,53,419240240,South Goa,6500,0,M
Francisco Antonio Joao De Philomeno Fernandes,IND,0,Post Graduate,51,8749500,South Goa,550000,0,M
Hamza Khan,IND,0,10th Pass,57,80000,South Goa,23000,0,M
Matanhy Saldanha,UGDP,0,Post Graduate,60,36370000,South Goa,171960,0,M
Mulla Salim,IND,0,12th Pass,25,45000,South Goa,0,0,M
Rohidas Harichandra Borkar,SGF,0,10th Pass,63,200000,South Goa,500000,0,M
Salunke Smita Praveen,IND,0,Post Graduate,38,11224755,South Goa,467996,0,F
Harin Pathak,BJP,2,Post Graduate,62,14578184,Ahmedabad East,22734,0,M
Anilkumar Brijendrabhai Sharma,IND,0,Graduate,51,332000,Ahmedabad East,0,0,M
Bhavin Amrutbhai Patel,IND,0,12th Pass,38,10000,Ahmedabad East,0,0,M
Bholabhai Valjibhai Patel,NCP,3,10th Pass,62,10157361,Ahmedabad East,0,0,M
Brijeshkumar Ujagarlal Sharma,IND,0,Graduate,28,2429500,Ahmedabad East,0,0,M
Deepakbhai Ratilal Babariya,INC,2,Graduate Professional,57,45796700,Ahmedabad East,0,0,M
Hashrath Jayram Pagare,RSPS,0,10th Pass,61,3119,Ahmedabad East,0,0,M
Jaswant Somabhai Buddhpriya,IND,0,Graduate,64,2802917,Ahmedabad East,0,0,M
Khodabhai Laljibhai Desai,IND,0,5th Pass,42,13175623,Ahmedabad East,0,0,M
Naranbhai Tulsidas Sengal,Loktantrik Samajwadi Party,0,10th Pass,58,25200,Ahmedabad East,20000,0,M
Paresbhai Rasiklal Thakkar,IND,0,12th Pass,29,77000,Ahmedabad East,0,0,M
Pravin Rambhai Patel,MJP,0,Graduate,45,15650215,Ahmedabad East,1312000,0,M
Premhari Rameshchandra Sharma,NLHP,0,10th Pass,36,69000,Ahmedabad East,0,0,M
Rajesh Hariram Maurya,IND,0,10th Pass,34,2950,Ahmedabad East,0,0,M
Ranjitsinh Ramshankersinh Rajput,IJP,0,12th Pass,37,5840000,Ahmedabad East,900000,0,M
Sanjitkumar Radhakrishnasinh Rajput,SP,0,12th Pass,29,990000,Ahmedabad East,121000,0,M
Sanjivbhai Indravan Bhatt,BNJD,1,10th Pass,38,155000,Ahmedabad East,0,0,M
Virubhai Naranbhai Vanzara,BSP,0,Literate,52,2506374,Ahmedabad East,1000000,0,M
Kiritbhai Premjibhai Solanki,BJP,0,Graduate Professional,59,26122439,Ahmedabad West,709488,1,M
Bhika Fula Savle,RPI(A),0,Literate,31,65000,Ahmedabad West,0,0,M
Dalpatbhai Khimabhai Vanzara,IND,0,8th Pass,42,75000,Ahmedabad West,0,0,M
Ishwarbhai Dhanabhai Makwana,LJP,0,Graduate,58,4000000,Ahmedabad West,650000,0,M
Ishwarbhai Khandas Shah,IND,0,Literate,74,526000,Ahmedabad West,0,0,M
Kantibhai Hemabhai Solanki,IND,0,Graduate,47,158000,Ahmedabad West,0,0,M
Mohanbhai Karsanbhai Parmar,LPSP,1,Literate,53,2001000,Ahmedabad West,0,0,M
Narendrasinh Mansinh Sankhaliya,Loktantrik Samajwadi Party,1,Graduate,47,268467,Ahmedabad West,0,0,M
Prahaladbhai Nathubhai Chauhan,IND,0,Not Given,55,426000,Ahmedabad West,0,0,M
Pravinbhai Shankarlal Solanki,BSP,0,Not Given,44,8023840,Ahmedabad West,2671044,0,M
Rameshbhai Danabhai Solanki,IND,0,10th Pass,48,55000,Ahmedabad West,0,0,M
Ratnaben Dahyabhai Vora,IND,1,Post Graduate,42,1260260,Ahmedabad West,0,0,M
Shailesh Manharbhai Parmar,INC,0,Post Graduate,39,8285270,Ahmedabad West,277871,0,M
Vedubhai Kautikbhai Sirsath,IJP,0,Literate,36,,Ahmedabad West,0,0,M
Vijaykumar Manjibhai Vathel,All India Minorities Front,0,Not Given,37,88000,Ahmedabad West,0,0,M
Vitthalbhai Maganbhai Solanki,IND,0,10th Pass,49,95000,Ahmedabad West,0,0,M
Naranbhai Bhikhabhai Kachhadiya,BJP,0,5th Pass,53,4748283,Amreli,300000,1,M
Chandrakant Ramjibhai Baraiya,SP,4,8th Pass,41,528800,Amreli,0,0,M
Chandubhai Ranabhai Aslaliya,IND,0,Literate,38,498500,Amreli,0,0,M
Dhirubhai Bhanabhai Bharola,BSP,0,12th Pass,38,390500,Amreli,0,0,M
Gulmohammad Ismail Khokhhor,IND,0,10th Pass,40,,Amreli,0,0,M
Jaysukhbhai Laljibhai Kaswala,Loktantrik Samajwadi Party,0,Literate,39,450000,Amreli,5000,0,M
Madhubhai Harjibhai Bhuva,NCP,0,Graduate,61,9395649,Amreli,0,0,M
Nathabhai Vallabhbhai Sukhadia,IND,1,Literate,34,525000,Amreli,70000,0,M
Nilaben Jaysukhbhai Thumar,IND,0,Literate,42,128000,Amreli,0,0,F
Nilaben Virjibhai Thumar,INC,0,Graduate,49,12655811,Amreli,38218,0,F
Rambhai Jinabhai Gohil,IND,0,5th Pass,52,215000,Amreli,0,0,M
Rameshbhai Jasabhai Parmar,IND,0,Literate,32,50000,Amreli,0,0,M
Rameshbhai Kanubhai Sangani,IND,0,Literate,27,787000,Amreli,0,0,M
Rameshbhai Shamjibhai Gohil,MJP,0,12th Pass,46,1019190,Amreli,0,0,M
Samatbhai Bhikhabhai Makwana,RKSP,0,Literate,37,70000,Amreli,0,0,M
Valjibhai Lallubhai Siroya,IND,0,Literate,62,452000,Amreli,0,0,M
Amrishbhai Vadilal Dave,IND,0,10th Pass,40,90000,Anand,0,0,M
Babubhai Becharbhai Parmar,NCP,0,8th Pass,65,145406,Anand,43000,0,M
Bharatbhai Babubhai Solanki,IND,0,Literate,25,20000,Anand,0,0,M
Bharatbhai Vinubhai Bhoi,IND,0,12th Pass,33,86200,Anand,0,0,M
Gulammohammad Abdulkarim Malik,IND,0,Literate,62,83792,Anand,0,0,M
Himmatbhai Mohanbhai Rathod,IJP,0,10th Pass,45,184500,Anand,0,0,M
Hitendrasinh Mohansinh Parmar,SP,0,10th Pass,54,9500,Anand,19502,0,M
Jayeshbhai Arvindbhai Patel,IND,0,Graduate,44,3825000,Anand,22000,0,M
Kaushikkumar Ravjibhai Chavda,IND,0,Post Graduate,35,6930000,Anand,0,0,M
Laljibhai Ganeshji Purohit,IND,0,5th Pass,64,10985200,Anand,120000,0,M
Lilaben Ravjibhai Parmar,IND,0,Graduate Professional,48,540000,Anand,0,0,F
Mehbubali Husainmiya Saiyed,IND,0,Graduate,56,35000,Anand,0,0,M
Samirbhai Girishbhai Patel,SVPP,0,Graduate,32,2000,Anand,10000,0,M
Mukesh Bhairavdanji Gadhavi,INC,0,Graduate,47,22694764,Banaskantha,0,1,M
Amrutbhai Lakhubhai Fosi,MJP,1,Literate,49,9012700,Banaskantha,200000,0,M
Ashokbhai Chhaganbhai Purohit,IND,1,10th Pass,32,263491,Banaskantha,15000,0,M
Ayubbhai Ibrahimbhai Sipahi,IND,0,Literate,35,1625000,Banaskantha,0,0,M
Bhopaji Ashaji Majirana,IND,0,Not Given,68,1000,Banaskantha,0,0,M
Chetanbhai Kalabhai Solanki,BSP,0,Graduate,28,600021,Banaskantha,0,0,M
Haribhai Parthibhai Chaudhary,BJP,0,Graduate,54,10486787,Banaskantha,0,0,M
Hasmukhbhai Ravjibhai Kataria,Loktantrik Samajwadi Party,0,10th Pass,34,62000,Banaskantha,0,0,M
Ishvarbhai Mahadevbhai Lodha,Akhil Bharatiya Jan Sangh,0,Literate,57,286000,Banaskantha,0,0,M
Lembuji Parbatji Rohatar,IND,0,Literate,38,125000,Banaskantha,0,0,M
Mohammadsikandra Jalalbhai Parsani,IND,0,Not Given,30,1104000,Banaskantha,0,0,M
Savjibhai Pathubhai Rajgor,IND,0,Literate,34,1620956,Banaskantha,30000,0,M
Shardaben Bhikhabhai Parmar,IND,0,Literate,45,162500,Banaskantha,0,0,F
Yogeshkumar Bhikhabhai Karnavat,IND,1,Graduate,31,6319800,Banaskantha,591600,0,M
Madhu Yaskhi Goud,INC,0,Post Graduate,50,119108338,BANASKANTHA : BYE-ELECTION ON 2-06-2013,15422084,0,M
Aaris Mohammed,IND,0,10th Pass,46,16554,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
Bigala Ganesh,TRS,0,Graduate Professional,39,38799851,BANASKANTHA : BYE-ELECTION ON 2-06-2013,422292,0,M
D.S.R. Chaudary,LSP,0,Not Given,52,12355847,BANASKANTHA : BYE-ELECTION ON 2-06-2013,2496889,0,M
Gaddam Srinivas,IND,0,Doctorate,47,11437000,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
Jala Bapu Reddy,BJP,0,Post Graduate,59,7089760,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
Kandem Prabhakar,IND,0,10th Pass,44,2100000,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
P. Vinay Kumar,PRAP,0,Post Graduate,51,183208378,BANASKANTHA : BYE-ELECTION ON 2-06-2013,68550,0,M
Rapelly Srinivas,IND,0,Graduate,34,45000,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,,BANASKANTHA : BYE-ELECTION ON 2-06-2013,4000,0,M
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,9435000,BANASKANTHA : BYE-ELECTION ON 2-06-2013,762315,0,M
Y Ramulu,BSP,0,Graduate,53,,BANASKANTHA : BYE-ELECTION ON 2-06-2013,0,0,M
Arjunbhai Bhaljibhai Chaudhary,IND,0,Graduate,52,12000,Bardoli,0,0,M
Kamleshbhai Prabhubhai Chaudhary,JD(U),0,12th Pass,37,10000,Bardoli,0,0,M
Pravinbhai Bhulabhai Rathod,SP,0,Graduate,45,165000,Bardoli,0,0,M
Pravinsinh Jagatsinh Vasava,IND,3,12th Pass,29,4550000,Bardoli,2300000,0,M
Ranjanben Chimanbhai Gamit,BSP,0,Literate,38,154000,Bardoli,0,0,F
Riteshkumar Amarsinh Vasava,BJP,0,Graduate,32,458084,Bardoli,0,0,M
Sonaben Bhikhubhai Patel,CPI,0,Literate,73,302000,Bardoli,0,0,F
Sukabhai Mangabhai Rathod,IND,0,Literate,52,45000,Bardoli,0,0,M
Sumanbhai Narsinhbhai Gamit,IND,0,Literate,48,502132,Bardoli,337000,0,M
Thakorbhai Manekjibhai Gamit,IND,0,Graduate,58,165688,Bardoli,0,0,M
Vijaykumar Haribhai Patel,MJP,0,Graduate,39,3736000,Bardoli,85000,0,M
Mansukhbhai Dhanjibhai Vasava,BJP,0,Graduate,52,2441000,Bharuch,833462,1,M
Balvantsinh Vijaysinh Parmar,NCP,0,Literate,53,11417000,Bharuch,853000,0,M
Chhotubhai Amarsinhbhai Vasava,JD(U),13,10th Pass,62,3570000,Bharuch,0,0,M
Dilipkumar Gulsing Vasava,IND,0,12th Pass,32,403000,Bharuch,80000,0,M
Hemantkumar Jerambhai Gohil,IND,1,Literate,31,25000,Bharuch,0,0,M
Kanaksinh Mohansing Mangrola,SP,4,Graduate,58,36725000,Bharuch,0,0,M
Mahipatbhai Maganbhai Lad,IND,0,10th Pass,53,910783,Bharuch,0,0,M
Mehrunissa Valibhai Patel,LJP,0,Not Given,40,3840000,Bharuch,0,0,F
Narendrasinh Randhirsinh Vashi,Loktantrik Samajwadi Party,0,10th Pass,37,144000,Bharuch,0,0,M
Nareshkumar Bhagvanbhai Patel,MJP,0,Graduate,48,28173444,Bharuch,137588,0,M
Sanatkumar Rajaram Pandey,BSP,0,Literate,32,1557799,Bharuch,390000,0,M
Shakilahemad Gulam Murtuza Lakdawala,IND,1,10th Pass,43,69500,Bharuch,0,0,M
Sureshbhai Gordhanbhai Vasava,Akhil Bharatiya Jan Sangh,0,5th Pass,40,619000,Bharuch,0,0,M
